ID;Brand;Model;Color;Mileage;Condition
21940;Chevrolet;Generic Model 2;Green;153377;Used
21941;Audi;Generic Model 2;Blue;180717;New
21942;Audi;Generic Model 2;Red;158593;Used
21943;Jeep;Generic Model 2;Green;196113;New
21944;Lexus;Generic Model 2;Blue;98806;Used
21945;Tesla;Generic Model 1;Green;160479;Used
21946;Volvo;Generic Model 2;Red;199315;Used
21947;Volkswagen;Generic Model 2;Silver;190975;Used
21948;Hyundai;Generic Model 1;Silver;4696;Used
21949;Porsche;Generic Model 3;Blue;190436;New
21950;BMW;Generic Model 3;Black;62638;New
21951;Land Rover;Generic Model 1;Silver;154597;New
21952;Mazda;Generic Model 1;Black;36816;Used
21953;Jaguar;Generic Model 3;Silver;176366;New
21954;Chevrolet;Generic Model 2;Blue;106974;New
21955;Lexus;Generic Model 2;Black;173655;Used
21956;Porsche;Generic Model 1;Green;87907;Used
21957;Kia;Generic Model 2;White;194113;Used
21958;Chevrolet;Generic Model 2;Black;70830;New
21959;Volvo;Generic Model 1;Black;48562;Used
21960;Tesla;Generic Model 2;Green;389;Used
21961;Chevrolet;Generic Model 1;Green;14965;Used
21962;Jaguar;Generic Model 2;Silver;58320;New
21963;Mazda;Generic Model 2;Silver;25213;New
21964;Jeep;Generic Model 1;White;37094;New
21965;Volvo;Generic Model 3;Silver;124283;Used
21966;Subaru;Generic Model 1;Green;158995;New
21967;Chevrolet;Generic Model 2;Black;45703;Used
21968;Jaguar;Generic Model 3;Blue;75022;Used
21969;Kia;Generic Model 3;Black;165008;New
21970;Land Rover;Generic Model 2;Green;97948;Used
21971;Nissan;Generic Model 3;Black;6662;Used
21972;Chevrolet;Generic Model 1;Black;3047;New
21973;Subaru;Generic Model 1;Green;49800;Used
21974;Subaru;Generic Model 1;White;96561;Used
21975;Volkswagen;Generic Model 3;Blue;17425;Used
21976;Honda;Pilot;White;114428;New
21977;Volvo;Generic Model 2;Red;88052;Used
21978;Tesla;Generic Model 3;White;199969;New
21979;Land Rover;Generic Model 2;Green;42897;Used
21980;Land Rover;Generic Model 2;Green;153645;Used
21981;Hyundai;Generic Model 1;Green;188684;New
21982;Mazda;Generic Model 2;Black;126828;New
21983;BMW;Generic Model 2;Silver;156617;Used
21984;Land Rover;Generic Model 2;Blue;9115;New
21985;BMW;Generic Model 3;White;150334;New
21986;Volkswagen;Generic Model 1;White;35171;New
21987;Lexus;Generic Model 3;Blue;70435;Used
21988;Jaguar;Generic Model 1;Red;60945;New
21989;Jeep;Generic Model 2;Black;24998;New
21990;Jaguar;Generic Model 3;Red;109425;New
21991;Land Rover;Generic Model 2;Blue;16864;New
21992;Toyota;Tacoma;Red;12074;Used
21993;Audi;Generic Model 2;Silver;129997;New
21994;Audi;Generic Model 1;Silver;23874;Used
21995;Hyundai;Generic Model 2;Green;169997;Used
21996;Mazda;Generic Model 3;White;131564;Used
21997;Mercedes-Benz;Generic Model 1;Blue;45246;New
21998;Ford;Escape;Silver;116894;Used
21999;Porsche;Generic Model 2;Blue;8193;Used
22000;Honda;Accord;White;193462;Used
22001;Volkswagen;Generic Model 1;Green;54595;New
22002;Hyundai;Generic Model 1;Red;180555;Used
22003;Jeep;Generic Model 1;Red;139528;New
22004;Hyundai;Generic Model 3;Black;43197;Used
22005;Honda;Pilot;Silver;44949;New
22006;Mazda;Generic Model 1;Green;49019;New
22007;Hyundai;Generic Model 1;Red;108472;Used
22008;Volkswagen;Generic Model 3;Silver;2966;New
22009;Jeep;Generic Model 2;Red;38487;New
22010;BMW;Generic Model 3;Silver;115464;Used
22011;Hyundai;Generic Model 1;Green;170385;Used
22012;Jaguar;Generic Model 2;Red;122983;Used
22013;Jeep;Generic Model 3;Silver;174443;New
22014;Hyundai;Generic Model 2;Blue;5631;New
22015;Audi;Generic Model 2;Blue;171864;New
22016;Volvo;Generic Model 1;Black;192122;New
22017;Kia;Generic Model 1;Green;75719;New
22018;Honda;Accord;White;179204;Used
22019;Lexus;Generic Model 3;Red;127265;Used
22020;Chevrolet;Generic Model 3;Silver;126699;New
22021;Porsche;Generic Model 2;Red;170116;Used
22022;Ford;F-150;Black;116964;Used
22023;Honda;Pilot;White;59373;Used
22024;Ford;Explorer;Blue;158635;New
22025;BMW;Generic Model 3;Red;185066;Used
22026;Nissan;Generic Model 2;Blue;169708;Used
22027;Subaru;Generic Model 3;Green;609;Used
22028;Kia;Generic Model 2;Red;163180;New
22029;Land Rover;Generic Model 2;White;180710;Used
22030;Jaguar;Generic Model 2;Silver;33277;Used
22031;Chevrolet;Generic Model 3;Blue;39969;New
22032;Audi;Generic Model 2;Green;108246;Used
22033;Mercedes-Benz;Generic Model 3;Black;155383;Used
22034;Ford;Mustang;Silver;176099;Used
22035;Volvo;Generic Model 3;Blue;103968;Used
22036;Mazda;Generic Model 3;Black;54273;Used
22037;Jaguar;Generic Model 2;Silver;177034;New
22038;Porsche;Generic Model 1;Blue;40915;Used
22039;Subaru;Generic Model 3;Red;104362;Used
22040;Chevrolet;Generic Model 2;Red;76445;New
22041;Jeep;Generic Model 2;Green;37328;Used
22042;Jaguar;Generic Model 2;Silver;195244;New
22043;BMW;Generic Model 3;Red;181019;New
22044;Ford;Focus;Red;127864;New
22045;Subaru;Generic Model 3;White;179685;New
22046;Subaru;Generic Model 3;Blue;70284;New
22047;Jeep;Generic Model 1;Blue;59241;Used
22048;Hyundai;Generic Model 3;Red;72473;New
22049;Toyota;Prius;Green;182196;New
22050;Jeep;Generic Model 2;Green;37144;Used
22051;Toyota;Highlander;White;117239;Used
22052;Subaru;Generic Model 3;Black;38872;New
22053;Subaru;Generic Model 1;Blue;180750;Used
22054;Volvo;Generic Model 1;Blue;91712;New
22055;Jeep;Generic Model 3;Silver;69491;Used
22056;Hyundai;Generic Model 2;Black;183971;Used
22057;Jaguar;Generic Model 3;Green;156868;Used
22058;Tesla;Generic Model 2;Silver;111183;Used
22059;Jaguar;Generic Model 1;Black;168606;New
22060;Jeep;Generic Model 3;Green;65848;Used
22061;Mazda;Generic Model 2;Green;111642;New
22062;Honda;Pilot;Blue;136714;Used
22063;Ford;Explorer;Blue;15618;Used
22064;Chevrolet;Generic Model 1;Black;189359;Used
22065;Jeep;Generic Model 1;Blue;41325;New
22066;Nissan;Generic Model 2;Blue;87381;New
22067;Jaguar;Generic Model 2;White;19522;Used
22068;Volkswagen;Generic Model 1;White;160005;Used
22069;Lexus;Generic Model 1;Silver;2971;New
22070;Chevrolet;Generic Model 2;Red;70672;Used
22071;Land Rover;Generic Model 2;White;185399;Used
22072;Jaguar;Generic Model 3;Blue;198090;New
22073;Honda;Accord;Blue;64116;Used
22074;Chevrolet;Generic Model 3;Blue;157591;Used
22075;Volvo;Generic Model 1;White;99044;Used
22076;Nissan;Generic Model 3;Green;87682;Used
22077;Subaru;Generic Model 2;Green;59438;Used
22078;Jaguar;Generic Model 2;Green;29300;Used
22079;Jeep;Generic Model 3;Red;92196;New
22080;Subaru;Generic Model 1;Black;163727;New
22081;Chevrolet;Generic Model 2;Blue;114975;New
22082;Jaguar;Generic Model 3;Blue;138230;New
22083;Mercedes-Benz;Generic Model 3;Blue;141648;New
22084;Volkswagen;Generic Model 2;White;150261;Used
22085;Nissan;Generic Model 2;Red;66562;New
22086;Honda;CR-V;White;80767;New
22087;Kia;Generic Model 2;Green;107411;New
22088;Subaru;Generic Model 3;Blue;14063;Used
22089;Volvo;Generic Model 2;White;109140;New
22090;Toyota;Tacoma;Blue;187603;New
22091;BMW;Generic Model 2;Black;95321;New
22092;Kia;Generic Model 3;Black;130986;Used
22093;Honda;Pilot;Blue;143685;Used
22094;Honda;Fit;Green;186112;Used
22095;Subaru;Generic Model 3;Black;143131;New
22096;Jeep;Generic Model 1;White;161569;New
22097;Tesla;Generic Model 1;Green;84767;Used
22098;Kia;Generic Model 1;White;192630;Used
22099;Nissan;Generic Model 3;Green;90985;New
22100;Mazda;Generic Model 2;Black;191184;New
22101;BMW;Generic Model 3;Silver;138741;New
22102;Audi;Generic Model 1;White;24129;Used
22103;Land Rover;Generic Model 1;Red;118318;New
22104;Chevrolet;Generic Model 1;Green;36868;New
22105;Jaguar;Generic Model 1;Black;35242;New
22106;Jeep;Generic Model 2;Silver;18472;Used
22107;Mercedes-Benz;Generic Model 1;White;3940;New
22108;Nissan;Generic Model 1;White;5882;New
22109;Volkswagen;Generic Model 1;Red;97138;Used
22110;Jaguar;Generic Model 1;White;95544;Used
22111;Jaguar;Generic Model 1;Blue;160013;Used
22112;Chevrolet;Generic Model 1;Black;173590;New
22113;Land Rover;Generic Model 2;Red;32887;New
22114;Volkswagen;Generic Model 2;Silver;65952;New
22115;Mercedes-Benz;Generic Model 2;Green;175438;New
22116;Chevrolet;Generic Model 1;Blue;44237;Used
22117;Ford;Escape;White;163217;New
22118;Honda;CR-V;Green;46892;Used
22119;Volkswagen;Generic Model 1;Green;3343;New
22120;Jeep;Generic Model 3;Blue;69249;Used
22121;Nissan;Generic Model 1;White;78509;New
22122;Subaru;Generic Model 1;White;112858;Used
22123;Land Rover;Generic Model 1;Blue;173991;New
22124;Subaru;Generic Model 2;Green;40513;New
22125;Land Rover;Generic Model 2;Silver;70479;Used
22126;Kia;Generic Model 2;White;180303;Used
22127;Tesla;Generic Model 1;White;124007;New
22128;Ford;Focus;Silver;192133;New
22129;BMW;Generic Model 3;Green;91354;New
22130;Honda;Accord;White;179648;Used
22131;Audi;Generic Model 2;White;32130;Used
22132;BMW;Generic Model 2;Green;18989;Used
22133;Ford;Focus;Green;1894;Used
22134;Hyundai;Generic Model 1;Silver;19463;New
22135;Honda;Pilot;Red;160833;Used
22136;Volkswagen;Generic Model 1;Silver;2061;New
22137;Kia;Generic Model 3;Green;175958;New
22138;Jaguar;Generic Model 3;Green;89303;New
22139;Audi;Generic Model 3;White;93413;Used
22140;Porsche;Generic Model 3;Black;114430;Used
22141;Mazda;Generic Model 2;Green;36624;Used
22142;Mazda;Generic Model 1;Silver;151581;New
22143;Land Rover;Generic Model 1;Red;126123;New
22144;Porsche;Generic Model 1;Red;91874;Used
22145;Lexus;Generic Model 1;Blue;188128;New
22146;Honda;Accord;Green;130923;Used
22147;BMW;Generic Model 2;Blue;106521;New
22148;Land Rover;Generic Model 1;Blue;79947;Used
22149;Hyundai;Generic Model 2;White;89932;Used
22150;Mazda;Generic Model 3;Silver;85985;Used
22151;BMW;Generic Model 3;Red;21854;Used
22152;Toyota;RAV4;Blue;54794;Used
22153;Porsche;Generic Model 2;Red;167802;New
22154;Jeep;Generic Model 3;Black;35763;Used
22155;Jaguar;Generic Model 2;Blue;93365;New
22156;Mazda;Generic Model 1;Red;51814;Used
22157;Nissan;Generic Model 3;Black;83552;Used
22158;Tesla;Generic Model 2;Red;165736;New
22159;Volkswagen;Generic Model 3;Green;141355;New
22160;Lexus;Generic Model 3;Red;45432;Used
22161;Chevrolet;Generic Model 2;Blue;153331;Used
22162;Lexus;Generic Model 1;Red;106491;New
22163;Jaguar;Generic Model 1;White;166060;Used
22164;Porsche;Generic Model 3;Blue;47325;Used
22165;Audi;Generic Model 1;Blue;145525;New
22166;Ford;Escape;Blue;40304;Used
22167;Chevrolet;Generic Model 1;Silver;162010;Used
22168;Honda;Civic;Green;154580;New
22169;Hyundai;Generic Model 1;Blue;87243;Used
22170;Kia;Generic Model 3;Black;49965;Used
22171;Jaguar;Generic Model 1;Green;115008;New
22172;Chevrolet;Generic Model 2;White;111063;New
22173;Mazda;Generic Model 1;Silver;1243;Used
22174;Hyundai;Generic Model 2;Black;43725;Used
22175;Ford;Mustang;White;81261;Used
22176;Audi;Generic Model 3;Black;196733;New
22177;Lexus;Generic Model 1;Red;170909;Used
22178;Honda;Civic;Black;85927;Used
22179;Mercedes-Benz;Generic Model 3;White;128686;Used
22180;Jaguar;Generic Model 1;White;6970;Used
22181;Ford;Edge;Blue;2018;Used
22182;Chevrolet;Generic Model 2;Black;54099;Used
22183;Tesla;Generic Model 2;White;183169;New
22184;Nissan;Generic Model 1;Green;104541;Used
22185;BMW;Generic Model 3;Black;195978;Used
22186;Jaguar;Generic Model 3;Green;112753;New
22187;Mazda;Generic Model 1;Red;55046;Used
22188;Mazda;Generic Model 3;Blue;94372;New
22189;Mercedes-Benz;Generic Model 2;Silver;64422;Used
22190;Toyota;Prius;Silver;84035;Used
22191;Subaru;Generic Model 3;Blue;181595;New
22192;Ford;Escape;White;64860;Used
22193;Jaguar;Generic Model 1;Blue;24013;Used
22194;Audi;Generic Model 3;Blue;179990;Used
22195;Kia;Generic Model 2;White;191629;New
22196;Honda;Odyssey;Silver;133418;New
22197;Kia;Generic Model 2;Silver;107626;New
22198;Lexus;Generic Model 3;Black;52341;New
22199;Mercedes-Benz;Generic Model 3;White;164918;Used
22200;Volkswagen;Generic Model 3;Silver;17549;Used
22201;Audi;Generic Model 1;White;99151;Used
22202;Tesla;Generic Model 1;White;197034;New
22203;Volvo;Generic Model 3;Blue;166938;Used
22204;Porsche;Generic Model 2;White;27316;Used
22205;Tesla;Generic Model 3;Red;71944;Used
22206;Land Rover;Generic Model 2;Red;134323;Used
22207;Ford;Focus;Green;133482;New
22208;Jeep;Generic Model 2;Black;132024;New
22209;Audi;Generic Model 2;Red;140506;New
22210;Mazda;Generic Model 1;White;153214;New
22211;Honda;Odyssey;Silver;151522;Used
22212;Subaru;Generic Model 1;Blue;189586;Used
22213;Subaru;Generic Model 3;Blue;176446;Used
22214;Ford;Edge;Green;159613;Used
22215;Toyota;Corolla;Green;10313;New
22216;Honda;Odyssey;White;75439;New
22217;Volkswagen;Generic Model 2;Red;132172;Used
22218;Jeep;Generic Model 2;Green;130010;New
22219;Mazda;Generic Model 2;White;156433;New
22220;Porsche;Generic Model 2;Blue;114538;New
22221;BMW;Generic Model 3;Red;143274;Used
22222;Audi;Generic Model 2;Silver;43683;Used
22223;Kia;Generic Model 3;Silver;165660;Used
22224;Mercedes-Benz;Generic Model 2;Blue;27331;Used
22225;Nissan;Generic Model 3;Green;44972;New
22226;Volkswagen;Generic Model 2;White;153415;New
22227;Jeep;Generic Model 2;Black;140747;Used
22228;Land Rover;Generic Model 3;Blue;51307;New
22229;Toyota;Highlander;White;186611;New
22230;Toyota;RAV4;Red;172057;Used
22231;Mercedes-Benz;Generic Model 2;White;190444;Used
22232;Mazda;Generic Model 3;Blue;120524;Used
22233;Volvo;Generic Model 3;Silver;2038;Used
22234;Chevrolet;Generic Model 3;Silver;137024;Used
22235;Mazda;Generic Model 3;Silver;4129;New
22236;Nissan;Generic Model 1;Silver;73110;New
22237;Honda;Fit;Black;77793;Used
22238;Jeep;Generic Model 2;Green;30378;Used
22239;Hyundai;Generic Model 1;Black;162798;Used
22240;Nissan;Generic Model 2;White;87442;New
22241;Volkswagen;Generic Model 1;Red;17051;Used
22242;Kia;Generic Model 1;Black;148013;New
22243;Jaguar;Generic Model 3;Blue;54567;Used
22244;Honda;Odyssey;White;156235;New
22245;Tesla;Generic Model 1;Blue;53949;New
22246;Tesla;Generic Model 2;Black;186341;New
22247;Jeep;Generic Model 3;Black;74903;Used
22248;Toyota;Highlander;Blue;162981;Used
22249;Mazda;Generic Model 2;Red;185524;Used
22250;Audi;Generic Model 3;Silver;87686;New
22251;Mercedes-Benz;Generic Model 2;Black;50665;Used
22252;Toyota;Camry;Silver;115742;New
22253;Mazda;Generic Model 2;Silver;107748;Used
22254;Hyundai;Generic Model 2;Black;107106;New
22255;Jeep;Generic Model 1;Silver;182632;Used
22256;Jeep;Generic Model 2;Silver;132884;New
22257;Jeep;Generic Model 2;Red;28188;Used
22258;Hyundai;Generic Model 3;Red;50840;Used
22259;Kia;Generic Model 2;Green;20385;Used
22260;Chevrolet;Generic Model 2;Black;158466;New
22261;Kia;Generic Model 1;White;160154;New
22262;Subaru;Generic Model 3;Black;194584;Used
22263;Kia;Generic Model 1;Silver;187135;New
22264;Audi;Generic Model 1;Silver;125354;New
22265;Toyota;Tacoma;White;195596;Used
22266;Honda;CR-V;White;93125;Used
22267;Audi;Generic Model 2;Silver;127101;Used
22268;Jaguar;Generic Model 1;Black;164525;New
22269;Nissan;Generic Model 1;Green;113386;New
22270;Lexus;Generic Model 1;Blue;168441;New
22271;Subaru;Generic Model 2;Black;126936;New
22272;Volvo;Generic Model 1;Silver;79696;New
22273;Tesla;Generic Model 3;Red;109210;Used
22274;Volvo;Generic Model 3;Black;70147;Used
22275;Land Rover;Generic Model 2;Red;14659;Used
22276;Toyota;Corolla;Silver;39016;Used
22277;Mazda;Generic Model 3;White;1548;New
22278;Jeep;Generic Model 1;Green;144522;New
22279;Mazda;Generic Model 3;Black;170202;Used
22280;Lexus;Generic Model 1;White;14089;New
22281;BMW;Generic Model 1;Blue;103603;New
22282;Subaru;Generic Model 1;Red;104971;New
22283;Volkswagen;Generic Model 3;Silver;172625;Used
22284;Tesla;Generic Model 2;Blue;111132;New
22285;Honda;Civic;Silver;8721;Used
22286;Tesla;Generic Model 1;Green;172417;Used
22287;Volvo;Generic Model 1;Red;182126;New
22288;Volkswagen;Generic Model 1;White;93881;Used
22289;Subaru;Generic Model 1;Red;40556;New
22290;BMW;Generic Model 3;Blue;155563;New
22291;Subaru;Generic Model 3;Blue;25313;New
22292;Mercedes-Benz;Generic Model 2;Silver;3133;New
22293;Hyundai;Generic Model 3;Silver;37595;New
22294;Land Rover;Generic Model 2;White;11443;New
22295;Audi;Generic Model 3;Blue;182451;Used
22296;Ford;Explorer;Red;142566;Used
22297;Volkswagen;Generic Model 2;Green;191510;New
22298;Subaru;Generic Model 1;Green;179605;Used
22299;Lexus;Generic Model 1;Red;199131;Used
22300;Volvo;Generic Model 2;White;181486;Used
22301;Nissan;Generic Model 1;White;188031;Used
22302;Ford;Escape;Green;72198;New
22303;Volkswagen;Generic Model 3;Black;102261;Used
22304;BMW;Generic Model 2;White;40136;New
22305;Mercedes-Benz;Generic Model 1;Silver;149077;Used
22306;Porsche;Generic Model 3;Black;140;Used
22307;Nissan;Generic Model 1;Green;125405;Used
22308;Toyota;Tacoma;Red;22647;New
22309;Hyundai;Generic Model 1;Green;92100;Used
22310;Land Rover;Generic Model 2;Red;48840;Used
22311;Hyundai;Generic Model 2;White;151188;New
22312;Lexus;Generic Model 2;Silver;52584;New
22313;Volkswagen;Generic Model 3;Blue;179992;Used
22314;Porsche;Generic Model 2;Black;184973;Used
22315;BMW;Generic Model 3;Black;140387;Used
22316;Audi;Generic Model 1;Silver;156709;New
22317;Chevrolet;Generic Model 2;White;20479;Used
22318;Audi;Generic Model 3;White;64847;Used
22319;Kia;Generic Model 1;White;177691;Used
22320;Mazda;Generic Model 1;Red;126492;New
22321;Lexus;Generic Model 1;Black;13526;Used
22322;Mercedes-Benz;Generic Model 1;Blue;102473;New
22323;Subaru;Generic Model 2;Green;167008;Used
22324;Jaguar;Generic Model 2;Silver;92115;Used
22325;Nissan;Generic Model 2;Silver;10750;New
22326;Jeep;Generic Model 2;White;141948;Used
22327;Porsche;Generic Model 1;Blue;66833;Used
22328;Tesla;Generic Model 1;Blue;82587;New
22329;Land Rover;Generic Model 3;Red;52039;Used
22330;BMW;Generic Model 1;Black;104965;Used
22331;BMW;Generic Model 2;Red;65163;New
22332;Subaru;Generic Model 2;White;196752;Used
22333;Audi;Generic Model 2;Green;37455;Used
22334;Mazda;Generic Model 3;Silver;73409;New
22335;Volvo;Generic Model 1;Green;97295;New
22336;Porsche;Generic Model 3;Silver;166465;Used
22337;Nissan;Generic Model 2;Green;55665;Used
22338;Mazda;Generic Model 3;White;183200;New
22339;Ford;Focus;Blue;7312;Used
22340;Kia;Generic Model 2;Silver;105770;Used
22341;Nissan;Generic Model 2;Red;148898;New
22342;Jaguar;Generic Model 2;Black;23524;New
22343;Volvo;Generic Model 2;White;147898;Used
22344;Land Rover;Generic Model 3;Silver;5780;Used
22345;Tesla;Generic Model 2;Red;66260;Used
22346;Volkswagen;Generic Model 3;White;79136;Used
22347;Hyundai;Generic Model 3;Blue;100894;Used
22348;Tesla;Generic Model 1;Red;133579;New
22349;Volkswagen;Generic Model 2;Blue;199910;New
22350;Hyundai;Generic Model 1;Silver;71199;New
22351;Audi;Generic Model 3;Black;181517;Used
22352;Mercedes-Benz;Generic Model 1;Silver;104090;New
22353;Kia;Generic Model 1;Green;199058;New
22354;Ford;Escape;Silver;128694;Used
22355;Honda;Fit;Black;157032;New
22356;Tesla;Generic Model 2;Blue;152430;Used
22357;Honda;Fit;Blue;89176;Used
22358;Hyundai;Generic Model 2;Blue;49193;New
22359;Lexus;Generic Model 3;White;163262;New
22360;Volvo;Generic Model 2;Green;33622;New
22361;Volkswagen;Generic Model 3;Silver;116004;New
